tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Class
9606,Homo sapiens,54600,0,live,UGT1A9,"HLUGP4, LUGP4, UDPGT, UDPGT 1-9, UGT-1I, UGT1-09, UGT1-9, UGT1.9S, UGT1AI, UGT1I, UGT1A9",UDP glucuronosyltransferase family 1 member A9,"UDP-glucuronosyltransferase 1A9|UDP glucuronosyltransferase 1 family, polypeptide A9|UDP glycosyltransferase 1 family, polypeptide A9|UDP-glucuronosyltransferase 1 family polypeptide A9s|UDP-glucuronosyltransferase 1-9|UDP-glucuronosyltransferase 1-I",2q37.1,2,NC_000002.12,233671898,233773300,plus,5,606434,ADHD
9606,Homo sapiens,51322,0,live,WAC,"BM-016, DESSH, PRO1741, Wwp4",WW domain containing adaptor with coiled-coil,WW domain-containing adapter protein with coiled-coil,10p12.1-p11.2,10,NC_000010.11,28532772,28623112,plus,16,615049,ADHD
9606,Homo sapiens,7490,0,live,WT1,"AWT1, GUD, NPHS4, WAGR, WIT-2, WT33",WT1 transcription factor,Wilms tumor protein|Wilms tumor 1,11p13,11,NC_000011.10,32387775,32435539,minus,12,607102,ADHD
9606,Homo sapiens,114786,0,live,XKR4,XRG4,XK related 4,"XK-related protein 4|X Kell blood group precursor-related family, member 4|X-linked Kx blood group related 4|XK, Kell blood group complex subunit-related family, member 4",8q12.1,8,NC_000008.11,55102028,55542054,plus,3,,ADHD
9606,Homo sapiens,7528,0,live,YY1,"DELTA, GADEVS, INO80S, NF-E1, UCRBP, YIN-YANG-1",YY1 transcription factor,transcriptional repressor protein YY1|INO80 complex subunit S|YY-1|Yin and Yang 1 protein|delta transcription factor,14q32.2,14,NC_000014.9,100239144,100282788,plus,5,600013,ADHD
9606,Homo sapiens,79750,0,live,ZNF385D,ZNF659,zinc finger protein 385D,zinc finger protein 385D|zinc finger protein 659,3p24.3,3,NC_000003.12,21412218,22372641,minus,20,,ADHD
9606,Homo sapiens,23090,0,live,ZNF423,"Ebfaz, JBTS19, NPHP14, OAZ, Roaz, ZFP423, Zfp104, hOAZ",zinc finger protein 423,zinc finger protein 423|OLF-1/EBF associated zinc finger|Smad- and Olf-interacting zinc finger protein|early B-cell factor associated zinc finger protein|olf1/EBF-associated zinc finger protein,16q12.1,16,NC_000016.10,49487524,49857919,minus,17,604557,ADHD
9606,Homo sapiens,27300,0,live,ZNF544,,zinc finger protein 544,zinc finger protein 544,19q13.43,19,NC_000019.10,58228594,58277497,plus,16,,ADHD
9606,Homo sapiens,390980,0,live,ZNF805,,zinc finger protein 805,zinc finger protein 805|CTC-444N24.8,19q13.43,19,NC_000019.10,57240632,57262728,plus,4,,ADHD
9606,Homo sapiens,154,0,live,ADRB2,"ADRB2R, ADRBR, B2AR, BAR, BETA2AR",adrenoceptor beta 2,"beta-2 adrenergic receptor|adrenergic, beta-2-, receptor, surface|adrenoceptor beta 2 surface|beta-2 adrenoceptor|beta-2 adrenoreceptor|catecholamine receptor",5q32,5,NC_000005.10,148826611,148828623,plus,1,109690,Autism
9606,Homo sapiens,29123,0,live,ANKRD11,"ANCO-1, ANCO1, LZ16, T13",ankyrin repeat domain 11,ankyrin repeat domain-containing protein 11|ankyrin repeat-containing cofactor 1|nasopharyngeal carcinoma susceptibility protein|truncated ankyrin repeat domain 11 aberrant transcript 1|truncated ankyrin repeat domain 11 aberrant transcript 2,16q24.3,16,NC_000016.10,89267619,89490561,minus,21,611192,Autism
9606,Homo sapiens,351,0,live,APP,"AAA, ABETA, ABPP, AD1I, CTFgamma, CVAP, PN-II, PN2, preA4, APP",amyloid beta precursor protein,amyloid-beta precursor protein|alzheimer disease amyloid protein|amyloid beta (A4) precursor protein|amyloid beta A4 protein|amyloid precursor protein|beta-amyloid peptide|beta-amyloid peptide(1-40)|beta-amyloid peptide(1-42)|beta-amyloid precursor protein|cerebral vascular amyloid peptide|peptidase nexin-II|protease nexin-II|testicular tissue protein Li 2,21q21.3,21,NC_000021.9,25880550,26171128,minus,20,104760,Autism
9606,Homo sapiens,367,0,live,AR,"AIS8, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM, AR",androgen receptor,androgen receptor|dihydrotestosterone receptor|nuclear receptor subfamily 3 group C member 4,Xq12,X,NC_000023.11,67544021,67730619,plus,11,313700,Autism
9606,Homo sapiens,596,0,live,BCL2,"Bcl-2, PPP1R50",BCL2 apoptosis regulator,"apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50",18q21.33,18,NC_000018.10,63123346,63320280,minus,6,151430,Autism
9606,Homo sapiens,721,0,live,C4B,"C4B112, C4B2, C4B3, C4B5, C4BD, C4B_2, C4F, CH, CO4, CPAMD3, C4B",complement C4B (Chido blood group),complement C4-B|C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3|Chido form of C4|basic complement C4|complement C4B1a|complement component 4B (Chido blood group),6p21.33,6,NC_000006.12,32014795,32035418,plus,41,120820,Autism
9606,Homo sapiens,23705,0,live,CADM1,"BL2, IGSF4, IGSF4A, NECL2, Necl-2, RA175, ST17, SYNCAM, TSLC1, sTSLC-1, sgIGSF, synCAM1",cell adhesion molecule 1,"cell adhesion molecule 1|TSLC-1|TSLC1/Nectin-like 2/IGSF4|immunoglobulin superfamily member 4|immunoglobulin superfamily, member 4D variant 1|immunoglobulin superfamily, member 4D variant 2|nectin-like 2|nectin-like protein 2|spermatogenic immunoglobulin superfamily|synaptic cell adhesion molecule|truncated CADM1 protein|tumor suppressor in lung cancer 1",11q23.3,11,NC_000011.10,115169236,115504428,minus,13,605686,Autism
9606,Homo sapiens,1006,0,live,CDH8,Nbla04261,cadherin 8,"cadherin-8|cadherin 8, type 2",16q21,16,NC_000016.10,61640398,62036446,minus,14,603008,Autism
9606,Homo sapiens,64581,0,live,CLEC7A,"BGR, CANDF4, CD369, CLECSF12, DECTIN1, SCARE2",C-type lectin domain containing 7A,"C-type lectin domain family 7 member A|C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 12|C-type lectin superfamily member 12|DC-associated C-type lectin 1|beta-glucan receptor|dectin-1|dendritic cell-associated C-type lectin-1|lectin-like receptor 1",12p13.2,12,NC_000012.12,10116777,10130264,minus,8,606264,Autism
9606,Homo sapiens,1644,0,live,DDC,AADC,dopa decarboxylase,aromatic-L-amino-acid decarboxylase|dopa decarboxylase (aromatic L-amino acid decarboxylase),7p12.2-p12.1,7,NC_000007.14,50458436,50565460,minus,18,107930,Autism
9606,Homo sapiens,1813,0,live,DRD2,"D2DR, D2R",dopamine receptor D2,D(2) dopamine receptor|dopamine D2 receptor|seven transmembrane helix receptor,11q23.2,11,NC_000011.10,113409605,113475398,minus,9,126450,Autism
9606,Homo sapiens,1814,0,live,DRD3,"D3DR, ETM1, FET1",dopamine receptor D3,D(3) dopamine receptor|essential tremor 1,3q13.31,3,NC_000003.12,114127580,114199407,minus,11,126451,Autism
9606,Homo sapiens,2020,0,live,EN2,,engrailed homeobox 2,homeobox protein engrailed-2|engrailed homolog 2|engrailed-2|homeobox protein en-2|hu-En-2,7q36.3,7,NC_000007.14,155458129,155464831,plus,2,131310,Autism
9606,Homo sapiens,2068,0,live,ERCC2,"COFS2, EM9, TFIIH, TTD, TTD1, XPD","ERCC excision repair 2, TFIIH core complex helicase subunit","general transcription and DNA repair factor IIH helicase subunit XPD|BTF2 p80|CXPD|DNA excision repair protein ERCC-2|DNA repair protein complementing XP-D cells|TFIIH 80 kDa subunit|TFIIH basal transcription factor complex 80 kDa subunit|TFIIH basal transcription factor complex helicase XPB subunit|TFIIH basal transcription factor complex helicase XPD subunit|TFIIH basal transcription factor complex helicase subunit|TFIIH p80|TFIIH subunit XPD|basic transcription factor 2 80 kDa subunit|excision repair cross-complementation group 2|excision repair cross-complementing rodent repair deficiency, complementation group 2|xeroderma pigmentosum complementary group D|xeroderma pigmentosum group D-complementing protein",19q13.32,19,NC_000019.10,45349837,45370647,minus,25,126340,Autism
9606,Homo sapiens,2321,0,live,FLT1,"FLT, FLT-1, VEGFR-1, VEGFR1",fms related receptor tyrosine kinase 1,vascular endothelial growth factor receptor 1|fms related tyrosine kinase 1|fms-like tyrosine kinase 1|fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)|tyrosine-protein kinase FRT|tyrosine-protein kinase receptor FLT|vascular permeability factor receptor,13q12.3,13,NC_000013.11,28300346,28495128,minus,33,165070,Autism
9606,Homo sapiens,2739,0,live,GLO1,"GLOD1, GLYI, HEL-S-74",glyoxalase I,lactoylglutathione lyase|S-D-lactoylglutathione methylglyoxal lyase|aldoketomutase|epididymis secretory protein Li 74|glx I|glyoxalase domain containing 1|ketone-aldehyde mutase|lactoyl glutathione lyase|methylglyoxalase,6p21.2,6,NC_000006.12,38675925,38703145,minus,6,138750,Autism
9606,Homo sapiens,2904,0,live,GRIN2B,"EIEE27, GluN2B, MRD6, NMDAR2B, NR2B, NR3, hNR3",glutamate ionotropic receptor NMDA type subunit 2B,"glutamate receptor ionotropic, NMDA 2B|N-methyl D-aspartate receptor subtype 2B|N-methyl-D-aspartate receptor subunit 3|glutamate [NMDA] receptor subunit epsilon-2|glutamate receptor subunit epsilon-2|glutamate receptor, ionotropic, N-methyl D-aspartate 2B",12p13.1,12,NC_000012.12,13537337,13982012,minus,16,138252,Autism
9606,Homo sapiens,3481,0,live,IGF2,"C11orf43, GRDF, IGF-II, PP9974, SRS3",insulin like growth factor 2,insulin-like growth factor II|T3M-11-derived growth factor|insulin-like growth factor 2 (somatomedin A)|insulin-like growth factor type 2|preptin,11p15.5,11,NC_000011.10,2129112,2149603,minus,9,147470,Autism
9606,Homo sapiens,3605,0,live,IL17A,"CTLA-8, CTLA8, IL-17, IL-17A, IL17",interleukin 17A,interleukin-17A|cytotoxic T-lymphocyte-associated antigen 8|cytotoxic T-lymphocyte-associated protein 8|interleukin 17 (cytotoxic T-lymphocyte-associated serine esterase 8),6p12.2,6,NC_000006.12,52186375,52190638,plus,3,603149,Autism
9606,Homo sapiens,3791,0,live,KDR,"CD309, FLK1, VEGFR, VEGFR2",kinase insert domain receptor,vascular endothelial growth factor receptor 2|fetal liver kinase-1|kinase insert domain receptor (a type III receptor tyrosine kinase)|protein-tyrosine kinase receptor Flk-1|soluble VEGFR2|tyrosine kinase growth factor receptor,4q12,4,NC_000004.12,55078481,55125595,minus,30,191306,Autism
9606,Homo sapiens,4010,0,live,LMX1B,"LMX1.2, NPS1",LIM homeobox transcription factor 1 beta,LIM homeobox transcription factor 1-beta|LIM/homeobox protein 1.2|LMX-1.2,9q33.3,9,NC_000009.12,126613928,126701032,plus,8,602575,Autism
9606,Homo sapiens,4233,0,live,MET,"AUTS9, DFNB97, HGFR, RCCP2, c-Met","MET proto-oncogene, receptor tyrosine kinase",hepatocyte growth factor receptor|HGF receptor|HGF/SF receptor|SF receptor|proto-oncogene c-Met|scatter factor receptor|tyrosine-protein kinase Met,7q31.2,7,NC_000007.14,116672196,116798386,plus,24,164860,Autism
9606,Homo sapiens,2475,0,live,MTOR,"FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS",mechanistic target of rapamycin kinase,serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 2|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP12-rapamycin complex-associated protein 1|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1,1p36.22,1,NC_000001.11,11106535,11273497,minus,60,601231,Autism
9606,Homo sapiens,4763,0,live,NF1,"NFNS, VRNF, WSS",neurofibromin 1,neurofibromin|neurofibromatosis 1|neurofibromatosis-related protein NF-1|truncated neurofibromin 1,17q11.2,17,NC_000017.11,31094927,31377677,plus,58,613113,Autism
9606,Homo sapiens,4790,0,live,NFKB1,"CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB",nuclear factor kappa B subunit 1,nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|nuclear factor NF-kappa-B p50 subunit|nuclear factor kappa-B DNA binding subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,4q24,4,NC_000004.12,102501266,102617302,plus,27,164011,Autism
9606,Homo sapiens,4843,0,live,NOS2,"HEP-NOS, INOS, NOSA, NOS2",nitric oxide synthase 2,"nitric oxide synthase, inducible|NOS, type II|hepatocyte NOS|inducible NO synthase|inducible NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage|peptidyl-cysteine S-nitrosylase NOS2",17q11.2,17,NC_000017.11,27756766,27800529,minus,27,163730,Autism
9606,Homo sapiens,4915,0,live,NTRK2,"EIEE58, GP145-TrkB, OBHD, TRKB, trk-B",neurotrophic receptor tyrosine kinase 2,BDNF/NT-3 growth factors receptor|BDNF-tropomyosine receptor kinase B|neurotrophic tyrosine kinase receptor type 2|tropomyosin-related kinase B|tyrosine kinase receptor B,9q21.33,9,NC_000009.12,84668458,85027070,plus,28,600456,Autism
9606,Homo sapiens,5915,0,live,RARB,"HAP, MCOPS12, NR1B2, RARbeta1, RRB2",retinoic acid receptor beta,"retinoic acid receptor beta|HBV-activated protein|RAR-beta|RAR-epsilon|hepatitis B virus activated protein|nuclear receptor subfamily 1 group B member 2|retinoic acid receptor, beta polypeptide",3p24.2,3,NC_000003.12,24829321,25597932,plus,14,180220,Autism
9606,Homo sapiens,6531,0,live,SLC6A3,"DAT, DAT1, PKDYS, PKDYS1",solute carrier family 6 member 3,"sodium-dependent dopamine transporter|DA transporter|dopamine transporter 1|solute carrier family 6 (neurotransmitter transporter), member 3|solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",5p15.33,5,NC_000005.10,1392794,1445440,minus,15,126455,Autism
9606,Homo sapiens,6647,0,live,SOD1,"ALS, ALS1, HEL-S-44, IPOA, SOD, STAHP, hSod1, homodimer",superoxide dismutase 1,"superoxide dismutase [Cu-Zn]|Cu/Zn superoxide dismutase|SOD, soluble|epididymis secretory protein Li 44|indophenoloxidase A|superoxide dismutase 1, soluble|superoxide dismutase, cystolic",21q22.11,21,NC_000021.9,31659693,31668931,plus,5,147450,Autism
9606,Homo sapiens,10251,0,live,SPRY3,spry-3,sprouty RTK signaling antagonist 3,protein sprouty homolog 3|antagonist of FGF signaling|sprouty homolog 3,Xq28 and Yq12,X,NC_000023.11,155612565,155782459,plus,3,300531,Autism
9606,Homo sapiens,10251,0,live,SPRY3,spry-3,sprouty RTK signaling antagonist 3,protein sprouty homolog 3|antagonist of FGF signaling|sprouty homolog 3,Xq28 and Yq12,Y,NC_000024.10,56954255,56968979,plus,2,300531,Autism
9606,Homo sapiens,79718,0,live,TBL1XR1,"C21, DC42, IRA1, MRD41, TBLR1",TBL1X receptor 1,F-box-like/WD repeat-containing protein TBL1XR1|TBL1-related protein 1|nuclear receptor co-repressor/HDAC3 complex subunit|nuclear receptor corepressor/HDAC3 complex subunit TBLR1|transducin beta like 1 X-linked receptor 1,3q26.32,3,NC_000003.12,177019344,177197482,minus,22,608628,Autism
9606,Homo sapiens,7124,0,live,TNF,"DIF-alpha, TNFA, TNFSF2, TNLG1F, TNF",tumor necrosis factor,"tumor necrosis factor|APC1 protein|TNF, macrophage-derived|TNF, monocyte-derived|TNF-a|tumor necrosis factor ligand 1F|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-alpha",6p21.33,6,NC_000006.12,31575565,31578336,plus,4,191160,Autism
9606,Homo sapiens,7157,0,live,TP53,"BCC7, BMFS5, LFS1, P53, TRP53",tumor protein p53,cellular tumor antigen p53|antigen NY-CO-13|mutant tumor protein 53|p53 tumor suppressor|phosphoprotein p53|transformation-related protein 53|tumor protein 53|tumor supressor p53,17p13.1,17,NC_000017.11,7668402,7687550,minus,12,191170,Autism
9606,Homo sapiens,7421,0,live,VDR,"NR1I1, PPP1R163",vitamin D receptor,"vitamin D3 receptor|1,25-dihydroxyvitamin D3 receptor|nuclear receptor subfamily 1 group I member 1|protein phosphatase 1, regulatory subunit 163|vitamin D (1,25- dihydroxyvitamin D3) receptor|vitamin D nuclear receptor variant 1",12q13.11,12,NC_000012.12,47841537,47905022,minus,12,601769,Autism
9606,Homo sapiens,111,0,live,ADCY5,"AC5, FDFM",adenylate cyclase 5,adenylate cyclase type 5|ATP pyrophosphate-lyase 5|adenylate cyclase type V|adenylyl cyclase 5|epididymis secretory sperm binding protein,3q21.1,3,NC_000003.12,123282296,123449090,minus,30,600293,CP
9606,Homo sapiens,120,0,live,ADD3,"ADDL, CPSQ3",adducin 3,gamma-adducin|adducin 3 (gamma)|adducin-like protein 70,10q25.1-q25.2,10,NC_000010.11,109996365,110135565,plus,23,601568,CP
9606,Homo sapiens,10717,0,live,AP4B1,"BETA-4, CPSQ5, SPG47",adaptor related protein complex 4 subunit beta 1,AP-4 complex subunit beta-1|AP-4 adaptor complex subunit beta|adaptor related protein complex 4 beta 1 subunit|beta 4 subunit of AP-4|beta4-adaptin|spastic paraplegia 47,1p13.2,1,NC_000001.11,113894194,113905067,minus,13,607245,CP
9606,Homo sapiens,23431,0,live,AP4E1,"CPSQ4, SPG51, STUT1",adaptor related protein complex 4 subunit epsilon 1,AP-4 complex subunit epsilon-1|AP-4 adaptor complex subunit epsilon|adaptor related protein complex 4 epsilon 1 subunit|adaptor-related protein complex AP-4 epsilon|epsilon-adaptin,15q21.2,15,NC_000015.10,50908569,51005900,plus,23,607244,CP
9606,Homo sapiens,9179,0,live,AP4M1,"CPSQ3, MU-4, MU-ARP2, SPG50",adaptor related protein complex 4 subunit mu 1,AP-4 complex subunit mu-1|AP-4 adaptor complex mu subunit|adapter-related protein complex 4 mu-1 subunit|adapter-related protein complex 4 subunit mu-1|adaptor related protein complex 4 mu 1 subunit|adaptor-related protein complex AP-4 mu4 subunit|mu subunit of AP-4|mu-adaptin-related protein-2|mu4|mu4-adaptin,7q22.1,7,NC_000007.14,100101413,100109039,plus,17,602296,CP
9606,Homo sapiens,11154,0,live,AP4S1,"AP47B, CLA20, CLAPS4, CPSQ6, SPG52",adaptor related protein complex 4 subunit sigma 1,"AP-4 complex subunit sigma-1|AP-4 adapter complex subunit sigma-1|AP-4 adaptor complex subunit sigma-1|adaptor related protein complex 4 sigma 1 subunit|clathrin-associated/assembly/adaptor protein, sigma 4|sigma-4-adaptin",14q12,14,NC_000014.9,31025106,31096450,plus,11,607243,CP
9606,Homo sapiens,348,0,live,APOE,"AD2, APO-E, ApoE4, LDLCQ5, LPG",apolipoprotein E,apolipoprotein E|apolipoprotein E3,19q13.32,19,NC_000019.10,44905796,44909393,plus,6,107741,CP
9606,Homo sapiens,443,0,live,ASPA,"ACY2, ASP",aspartoacylase,aspartoacylase|ACY-2|aminoacylase 2,17p13.2,17,NC_000017.11,3473646,3503405,plus,10,608034,CP
9606,Homo sapiens,51062,0,live,ATL1,"AD-FSP, FSP1, GBP3, HSN1D, SPG3, SPG3A, atlastin1",atlastin GTPase 1,atlastin-1|GBP-3|GTP-binding protein 3|brain-specific GTP-binding protein|guanine nucleotide-binding protein 3|guanylate-binding protein 3|hGBP3|spastic paraplegia 3 protein A,14q22.1,14,NC_000014.9,50533082,50633068,plus,15,606439,CP
9606,Homo sapiens,604,0,live,BCL6,"BCL5A, LAZ3, ZBTB27, ZNF51, BCL6",BCL6 transcription repressor,B-cell lymphoma 6 protein|B cell CLL/lymphoma 6|B-cell lymphoma 5 protein|B-cell lymphoma 6 protein transcript|BCL-5|BCL-6|cys-his2 zinc finger transcription factor|lymphoma-associated zinc finger gene on chromosome 3|protein LAZ-3|zinc finger and BTB domain-containing protein 27|zinc finger protein 51|zinc finger transcription factor BCL6S,3q27.3,3,NC_000003.12,187721377,187745472,minus,12,109565,CP
9606,Homo sapiens,847,0,live,CAT,,catalase,catalase|epididymis secretory sperm binding protein,11p13,11,NC_000011.10,34438934,34472060,plus,13,115500,CP
9606,Homo sapiens,6362,0,live,CCL18,"AMAC-1, AMAC1, CKb7, DC-CK1, DCCK1, MIP-4, PARC, SCYA18",C-C motif chemokine ligand 18,"C-C motif chemokine 18|CC chemokine PARC|CC chemokine ligand 18|alternative macrophage activation-associated CC chemokine 1|chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)|chemokine (C-C), dendritic|dendritic cell chemokine 1|macrophage inflammatory protein 4|pulmonary and activation-regulated chemokine|small inducible cytokine A18|small inducible cytokine subfamily A (Cys-Cys), member 18, pulmonary and activation-regulated",17q12,17,NC_000017.11,36064272,36072032,plus,3,603757,CP
9606,Homo sapiens,1082,0,live,CGB3,"CGB, CGB5, CGB7, CGB8, hCGB",chorionic gonadotropin subunit beta 3,"choriogonadotropin subunit beta 3|CG-beta|chorionic gonadotrophin chain beta|chorionic gonadotropin beta 3 subunit|chorionic gonadotropin beta chain|chorionic gonadotropin beta subunit 3|chorionic gonadotropin chain beta|chorionic gonadotropin, beta polypeptide",19q13.33,19,NC_000019.10,49022869,49024375,minus,3,118860,CP
9606,Homo sapiens,1282,0,live,COL4A1,"BSVD, BSVD1s, PADMAL, RATOR, COL4A1",collagen type IV alpha 1 chain,"collagen alpha-1(IV) chain|COL4A1 NC1 domain|arresten|collagen IV, alpha-1 polypeptide|collagen of basement membrane, alpha-1 chain",13q34,13,NC_000013.11,110148963,110307157,minus,54,120130,CP
63221,Homo sapiens neanderthalensis,6775083,0,live,COX1,,cytochrome c oxidase subunit I,cytochrome c oxidase subunit I,,MT,NC_011137.1,5899,7440,plus,0,,CP
9606,Homo sapiens,60502,0,live,CPAT1,ACP,"cerebral palsy, ataxic 1",,9p12-q12,9,,,,,,605388,CP
9606,Homo sapiens,1440,0,live,CSF3,"C17orf33OS, GCSF, CSF3",colony stimulating factor 3,granulocyte colony-stimulating factor|filgrastim|granulocyte-colony stimulating factor|lenograstim|pluripoietin,17q21.1,17,NC_000017.11,40015440,40017813,plus,4,138970,CP
9606,Homo sapiens,3576,0,live,CXCL8,"GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8",C-X-C motif chemokine ligand 8,"interleukin-8|T-cell chemotactic factor|alveolar macrophage chemotactic factor I|beta endothelial cell-derived neutrophil activating peptide|beta-thromboglobulin-like protein|chemokine (C-X-C motif) ligand 8|emoctakin|granulocyte chemotactic protein 1|interleukin 8|lung giant cell carcinoma-derived chemotactic protein|lymphocyte derived neutrophil activating peptide|monocyte-derived neutrophil chemotactic factor|monocyte-derived neutrophil-activating peptide|neutrophil-activating peptide 1|small inducible cytokine subfamily B, member 8|tumor necrosis factor-induced gene 1",4q13.3,4,NC_000004.12,73740569,73743716,plus,3,146930,CP
9606,Homo sapiens,1641,0,live,DCX,"DBCN, DC, LISX, SCLH, XLIS",doublecortin,neuronal migration protein doublecortin|doublecortex|doublin|lis-X|lissencephalin-X,Xq23,X,NC_000023.11,111293779,111412205,minus,9,300121,CP
9606,Homo sapiens,2153,0,live,F5,"FVL, PCCF, RPRGL1, THPH2",coagulation factor V,"coagulation factor V|activated protein c cofactor|coagulation factor V (proaccelerin, labile factor)|coagulation factor V jinjiang A2 domain|factor V Leiden",1q24.2,1,NC_000001.11,169511951,169586630,minus,25,612309,CP
9606,Homo sapiens,2571,0,live,GAD1,"CPSQ1, GAD, SCP",glutamate decarboxylase 1,"glutamate decarboxylase 1|67 kDa glutamic acid decarboxylase|GAD-67|glutamate decarboxylase 1 (brain, 67kDa)",2q31.1,2,NC_000002.12,170813210,170861151,plus,21,605363,CP
9606,Homo sapiens,2879,0,live,GPX4,"GPx-4, GSHPx-4, MCSP, PHGPx, SMDS, snGPx, snPHGPx",glutathione peroxidase 4,"phospholipid hydroperoxide glutathione peroxidase|epididymis secretory sperm binding protein|phospholipid hydroperoxidase|phospholipid hydroperoxide glutathione peroxidase, mitochondrial|selenoprotein GPX4|sperm nucleus glutathione peroxidase",19p13.3,19,NC_000019.10,1103994,1106779,plus,8,138322,CP
9606,Homo sapiens,116443,0,live,GRIN3A,"GluN3A, NMDAR-L, NMDAR3A, NR3A",glutamate ionotropic receptor NMDA type subunit 3A,"glutamate receptor ionotropic, NMDA 3A|N-methyl-D-aspartate receptor subtype 3A|glutamate [NMDA] receptor subunit 3A|glutamate receptor, ionotropic, N-methyl-D-aspartate 3A",9q31.1,9,NC_000009.12,101569352,101738647,minus,10,606650,CP
9606,Homo sapiens,2936,0,live,GSR,"GRD, HEL-75, HEL-S-122m, GSR",glutathione-disulfide reductase,"glutathione reductase, mitochondrial|GRase|epididymis luminal protein 75|epididymis secretory sperm binding protein Li 122m|glutathione S-reductase",8p12,8,NC_000008.11,30678066,30727846,minus,13,138300,CP
9606,Homo sapiens,3251,0,live,HPRT1,"HGPRT, HPRT",hypoxanthine phosphoribosyltransferase 1,hypoxanthine-guanine phosphoribosyltransferase|HGPRTase|hypoxanthine-guanine phosphoribosyltransferase 1|testicular tissue protein Li 89,Xq26.2-q26.3,X,NC_000023.11,134460165,134500668,plus,9,308000,CP
9606,Homo sapiens,3479,0,live,IGF1,"IGF, IGF-I, IGFI, MGF",insulin like growth factor 1,insulin-like growth factor I|insulin-like growth factor 1 (somatomedin C)|insulin-like growth factor IB|mechano growth factor|somatomedin-C,12q23.2,12,NC_000012.12,102395860,102481839,minus,7,147440,CP
9606,Homo sapiens,3486,0,live,IGFBP3,"BP-53, IBP3",insulin like growth factor binding protein 3,insulin-like growth factor-binding protein 3|IBP-3|IGF-binding protein 3|IGFBP-3|acid stable subunit of the 140 K IGF complex|binding protein 29|binding protein 53|growth hormone-dependent binding protein,7p12.3,7,NC_000007.14,45912245,45921272,minus,5,146732,CP
9606,Homo sapiens,3606,0,live,IL18,"IGIF, IL-18, IL-1g, IL1F4",interleukin 18,interleukin-18|IFN-gamma-inducing factor|IL-1 gamma|iboctadekin|interleukin 18 (interferon-gamma-inducing factor)|interleukin-1 gamma,11q23.1,11,NC_000011.10,112143251,112164104,minus,6,600953,CP
9606,Homo sapiens,3553,0,live,IL1B,"IL-1, IL1-BETA, IL1F2, IL1beta",interleukin 1 beta,interleukin-1 beta|IL-1 beta|catabolin|interleukin 1beta|preinterleukin 1 beta|pro-interleukin-1-beta,2q14.1,2,NC_000002.12,112829751,112836843,minus,7,147720,CP
9606,Homo sapiens,3569,0,live,IL6,"BSF-2, BSF2, CDF, HGF, HSF, IFN-beta-2, IFNB2, IL-6",interleukin 6,interleukin-6|B-cell differentiation factor|B-cell stimulatory factor 2|CTL differentiation factor|hybridoma growth factor|interferon beta-2|interleukin BSF-2,7p15.3,7,NC_000007.14,22725889,22732002,plus,6,147620,CP
9606,Homo sapiens,3708,0,live,ITPR1,"ACV, CLA4, INSP3R1, IP3R, IP3R1, PPP1R94, SCA15, SCA16, SCA29","inositol 1,4,5-trisphosphate receptor type 1","inositol 1,4,5-trisphosphate receptor type 1|IP3 receptor|IP3R 1|inositol 1,4,5-triphosphate receptor, type 1|protein phosphatase 1, regulatory subunit 94|type 1 InsP3 receptor|type 1 inositol 1,4,5-trisphosphate receptor",3p26.1,3,NC_000003.12,4493348,4847506,plus,63,147265,CP
9606,Homo sapiens,23189,0,live,KANK1,"ANKRD15, CPSQ2, KANK",KN motif and ankyrin repeat domains 1,KN motif and ankyrin repeat domain-containing protein 1|ankyrin repeat domain-containing protein 15|kidney ankyrin repeat-containing protein,9p24.3,9,NC_000009.12,470295,746104,plus,28,607704,CP
